Centro,Fecha_Creacion,Hora,FRM_Orden_Final,FRM_Orden_Item_Final,EOC_ID_TIENDA,Grupo_Canal,Tipo_de_Negocio,Tipo_Despacho_Detalle,Operador_Logistico_Old,EOC_DELIVERYSTOREID,EOC_Estado,Estado_T,Estado_T_Detalle,FRM_N_DNI_Asesor,FRM_Tipologia,Fecha_Entrega_Pactada,Fecha_Entrega_Real,INR_FechaActivacion,Cruce_INAR,EOC_Estado,EOC_Cierre,Multilinea_Asesor,Multi_item,FRM_Departamento_de_entrega,INR_NumRentaIGV_Neto,FRM_Plan_vendido,OBI_Nuevo_plan
Netcall,1 sept 2026,13,914846914,91484691489511710111070872029,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Entregado,Entregado,TLV_NET_CZEGARR,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null,null,null
Netcall,1 sept 2026,10,914782191,91478219189511710111067970992,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Entregado,Entregado,NET_RCASTANEDAR,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null,null,null
Netcall,1 sept 2026,11,914796790,91479679089511710111071781989,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_MROLDANM,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,11,914796790,91479679089511710111071781971,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_MROLDANM,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,9,914768706,914768706Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,CANCELADAS,Cancelado,ERROR EN CSV,NET_JIYASHAMAR,SIM,1 sept 2026,null,null,No,CANCELADAS,2026-09-01 09:29:21,Monolínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,13,914841180,91484118089511710111068678602,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,5023,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_ACASTROS,SIM,3 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,11,914799235,91479923589511710111073772887,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,CANCELADAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_FVALQUI,SIM,1 sept 2026,null,null,No,CANCELADAS,2026-09-01 14:46:54,Monolínea,Mono_item,Lima - Callao,null,null,null
Netcall,1 sept 2026,10,914779753,91477975389511710111073772895,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Entregado,Entregado,NET_JSIADEN,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null,null,null
Netcall,1 sept 2026,10,914786327,91478632789511710111071196071,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Entregado,Entregado,TLV_NET_KARANDA,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null,null,null
Netcall,1 sept 2026,10,914780751,91478075189511710111071196329,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Entregado,Entregado,NET_SINGAC,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null,null,null
Netcall,1 sept 2026,10,914787343,91478734389511710111071196089,9271,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Anulado,FALTA DE REFERENCIA DIRECCION,NET_LGOMEZA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null,null,null
Netcall,1 sept 2026,10,914787587,91478758789511710111068564612,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5021,ABIERTAS,Entregado,Entregado,NET_YNEYRAM,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,Piura,null,null,null
Netcall,1 sept 2026,12,914822445,91482244589511710111068564778,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5021,ABIERTAS,Entregado,Entregado,NET_AYBECERRAS,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,Piura,null,null,null
Netcall,1 sept 2026,13,914852974,91485297489511710111068564646,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5021,ABIERTAS,Anulado,PIN-PORTA NO LLEGA SMS,NET_RGUTIERREZS,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Piura,null,null,null
Netcall,1 sept 2026,11,914812883,91481288389511710111068564752,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5021,ABIERTAS,Entregado,Entregado,NET_OSANCHEZP,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,Piura,null,null,null
Netcall,1 sept 2026,11,914804256,91480425689511710111070519521,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,5021,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_SDIAZO,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Piura,null,null,null
Netcall,1 sept 2026,13,914840710,91484071089511710111070515289,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5021,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_GSANCHEZO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Piura,null,null,null
Netcall,1 sept 2026,9,914764854,91476485489511710111070535444,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5021,ABIERTAS,Entregado,Entregado,NET_GHERRERAG,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,Piura,null,null,null
Netcall,1 sept 2026,12,914828398,914828398Empty,9271,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,3073,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_RALVAREZV,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Amazonas,null,null,null
Netcall,1 sept 2026,10,914778614,91477861489511710111068653449,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,5024,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_RMRAMIREZ,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lambayeque,null,null,null
Netcall,1 sept 2026,12,914830479,91483047989511710111068653233,9283,Outbound,Venta Regular / Alta,PROGRAMADO,Logixtal,5024,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_CBIELICHR,SIM,3 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lambayeque,null,null,null
Netcall,1 sept 2026,10,914781912,914781912Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,3043,CANCELADAS,Cancelado,Cancelado,NET_YCASTILLOO,SIM,1 sept 2026,null,null,No,CANCELADAS,2026-09-01 11:12:24,Multilínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,9,914770362,91477036289511710111068688577,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_VMEJIAC,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,11,914808010,91480801089511710111071785576,9271,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,5023,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_BATOP,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,8,914735914,91473591489511710111068682042,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_LOPEZDI,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,10,914784578,914784578Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,3043,CANCELADAS,Cancelado,Cancelado,NET_YCASTILLOO,SIM,1 sept 2026,null,null,No,CANCELADAS,2026-09-01 11:28:54,Multilínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,9,914766682,91476668289511710111068688593,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_LRUIZH,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,10,914788192,91478819289511710111068573035,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_DHUAYACGONZ,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,14,914865734,914865734Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,3043,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_YCASTILLOO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,8,914737811,91473781189511710111068682182,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_LOPEZDI,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,9,914771083,91477108389511710111068688569,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_VMEJIAC,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,14,914857024,91485702489511710111068677828,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,5023,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_EVALDIVIEZO,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,9,914769422,91476942289511710111068688585,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_VMEJIAC,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,14,914866657,914866657Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,3043,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_YCASTILLOO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null,null,null
Netcall,1 sept 2026,10,914784543,91478454389511710101051104187,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9352,ABIERTAS,Entregado,Entregado,NET_AYROJASS,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,San Martin,null,null,null
Netcall,1 sept 2026,12,914827422,91482742289511710101051101571,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9352,ABIERTAS,Entregado,Entregado,NET_RMRAMIREZ,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,San Martin,null,null,null
Netcall,1 sept 2026,9,914768823,91476882389511710101051104203,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9352,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MROJASS,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,San Martin,null,null,null
Netcall,1 sept 2026,12,914818680,91481868089511710101051104153,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9352,ABIERTAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_LVILLLA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,San Martin,null,null,null
Netcall,1 sept 2026,14,914856399,914856399Empty,9283,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9347,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_LMANRIQUED,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Madre De Dios,null,null,null
Netcall,1 sept 2026,11,914812620,914812620Empty,9283,Outbound,Venta Regular / Alta,RETIRO EN TIENDA,Retiro en tienda,7119,CERRADAS,Entregado,Entregado,TLV_NET_LMONTED,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-01 12:39:59,Monolínea,Mono_item,Madre De Dios,null,Power ilim 79.90 SD N,null
Netcall,1 sept 2026,14,914858238,914858238Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9347,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_LMANRIQUED,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Madre De Dios,null,null,null
Netcall,1 sept 2026,14,914855526,914855526Empty,9283,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9348,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_RMRAMIREZ,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Tacna,null,null,null
Netcall,1 sept 2026,8,914729335,91472933589511710111069172985,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9348,ABIERTAS,Entregado,Entregado,NET_TANCHANTEG,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,Tacna,null,null,null
Netcall,1 sept 2026,12,914834890,914834890Empty,9271,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,1025,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_EPARDOG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Tacna,null,null,null
Netcall,1 sept 2026,14,914854577,914854577Empty,9283,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9348,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_RMRAMIREZ,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Tacna,null,null,null
